,in 2nd screen,IQR,4EBP1.pS65,AIB.1,AKT.pT308,AMPK,AMPKpT1729,Annexin,Baf.B,Bcl.2,Bid,BIM,CASP3.A,Catenine.B,Caveolin1,CDC2,Chk1,Chk1pS345,Chk2.pT68,cJun.pS73,CollagenVI,CyclinD1,DJ.1,EGFR,EGFRpY1173,eIF4E,ER.a.pS118,ERCC1,ERK2,ER.L,FAK,FN1,FOX03a,FOX03apS318,GSK3.Beta,GSK.pS21,HER2.L,Hif.L,IGFBP2,IGFR1b,IGFR1bpY1135,IRS.1,Jnk2,JNK.pT183,Kit.c,Ku80,Mre11.31HC,Myc,NFkBpS563,Notch3,p21,P27,P38.pT180,P53,PARP,PCNA,PDK1.pS214,Pea15.pS116,Pea15,PI3KP110,PI3KP85,PKC.alpha,PKC.pS657,PR,Rad50,Rad51,Raf.C.pS388,Raf.C,Rb.4H1,Rb.pS807,S6.pS235,Shc.pY317,Smad3,Snail,Stat3,Stat3pT727,Stathmin,Tau,TGM2,TSC2pT1462,TuberinTSC2,Vasp,VEGFR2,XBP.1.L,XRCC1,YAP.pS127,YAP,YB1.pS102,Y.Box.BP1,AMPKpS345.5,AMPKpS345.6,LKB1,4EBP1,4EBP1.L,53BP1.L,AR.L,ACC1,ACC1.LB,ACC1.LC,ACC1.pS79,ACC1pS79.LB,ACC1pS79.LC,AKT.pS473,AKTpS473.LB,AKTpS473.LC,AKT,AKT.LB,AKT.LC,AR.L,AR.L,Bak,Bak.L,BAX,BAX.L,Bcl.X,Bcl.xL,CASP7Asp198,CASP7Asp198.L,Chk2.1C12,Chk2.1C12.L,CLDN7.L,CLDN7.L,Cox.2,Cox.2.L,CCNB1,CCNB1.LB,CCNB1.LC,CCNE1,CCNE1.L,GAPDH,GAPDH,GAPDH.L,K.RAS,K.RAS.L,K.RAS.L,MAPK.pT202,MAPKpT202.LB,MAPKpT202.LC,MEK1pS2172.LC,MEK1.pS217,MEK1pS217.LB,MEK1,MEK1.LB,MEK1.LC,MSH2,MSH2.L,P38.MAPK,P38.MAPK.L,P70S6KpT389,P70SKpT389,P90RSKpT3593,p90RSKpT359,Paxillin,Paxillin.L,Pras40.pT246,Pras40pT246.L,PTEN,PTEN.LC,Rab25,Rab25.L,Rab25.L,S6.pS240,S6.pS240.LB,S6.pS240.LC,Src.pY416,Src.pY416.L,Src.pY527,Src.pY527.L,Stat3.pS705,Stat3.pS705.L,Stat5,Stat5.L,Stat5.L,Taz.pS79,Taz.pS79.L,Taz.pS79.L
hsa-miR-219-2-3p,0,0.470718602,1.10627892,2.082873176,0.103985895,0.74952482,1.243849081,14.26130438,1.800992962,0.10804043,0.279387466,0.149188007,0.091813253,2.289279022,20.72049574,0.859693309,0.599469749,0.388510069,0.274448167,1.557648231,1.379740571,4.240064845,0.584765093,0.646629706,1.231907718,1.352091696,0.401063477,0.479142575,10.62075397,0.034847458,4.954516518,3.901605556,0.530068492,4.437405656,5.510330326,1.135742737,2.905429181,0.230403417,0.031891158,1.095268735,1.667894262,3.566876433,1.355535587,0.56351686,0.048392503,3.859839901,0.572726575,3.04926201,1.325797992,0.456145545,1.910218378,1.18143886,0.75299033,1.538501634,0.019618074,0.331832435,0.808873582,0.648429413,1.278815843,0.867081696,2.709089628,1.024708005,0.813228411,0.046895029,0.722776686,0.489598397,1.646672457,2.890221673,0.841938985,5.235340369,0.654297787,0.085478439,0.665056242,0.171799824,3.833324127,0.927440942,0.40474957,0.802544936,9.971505163,0.948522515,3.476986593,0.881625122,13.2869608,0.152951733,0.393231321,3.854980632,16.12976159,0.905136014,2.504986555,0.109930701,0.297818227,6.055764401,1.119566466,1.326055874,1.233004577,1.028892741,1.002276887,1.03272357,0.993966183,1.251014551,1.139529256,1.249919236,1.360212,1.26293527,1.253333214,1.116288419,1.032337472,1.044482548,1.08379336,1.028892741,1.023803897,1.186688711,1.177850718,0.945932416,1.010733749,1.072082839,0.998318009,1.446927882,1.250517169,0.918825658,0.925748652,0.923675097,0.901982661,0.895050593,0.91108818,0.875831225,0.964925546,1.431954663,1.231625859,0.718158882,0.712415519,0.718158882,1.453676842,0.977413135,1.453676842,0.89420629,0.878458886,1.018478174,0.949271372,0.950938264,0.931054435,1.075178951,1.014397748,1.153924048,1.188432084,1.142375977,1.075429818,0.912524905,0.81302768,0.859280201,0.878613531,0.84088526,1.14947433,1.102585056,1.055161809,1.069830783,0.819171519,0.852113599,1.469278182,0.924229544,1.286671192,0.678004199,0.733838912,0.768956842,0.850239012,0.849588547,1.089320731,0.940930802,0.827108473,0.869945554,1.125781179,1.164319109,1.172824582,0.934733223,1.018976186,0.934733223
hsa-miR-99b*,0,0.47071155,0.967524777,2.478448882,0.08599617,0.820406307,0.83000231,10.66603595,2.07565906,0.094264247,0.314074213,0.138058365,0.059401773,3.073569861,19.14793914,0.791963018,0.690572738,0.388440025,0.298890252,1.269126281,1.494299718,3.916898696,0.698212198,0.814007213,1.024718261,1.324342184,0.445515955,0.474009555,10.35502232,0.034606768,5.893844335,3.180918939,0.473608714,4.674686947,4.362805277,0.882213617,3.344357943,0.291005347,0.043757774,0.837665854,1.517259668,2.341441404,1.817040354,0.677866479,0.076239901,3.526732139,0.504931619,1.838959578,1.364336792,0.505136768,1.464208124,0.959788678,0.630609853,1.221508264,0.015503147,0.255292843,0.771180727,0.507081528,1.404349089,0.988863817,2.955793938,1.219533918,0.755128336,0.048105904,0.596337785,0.50653755,1.826283514,3.018424995,0.770954328,5.558542572,0.781212889,0.119646999,0.552530411,0.210251306,3.397303987,1,0.36853764,1.513938593,10.52808402,0.747953676,3.68229855,1.050605406,16.03269227,0.13294576,0.433551594,1.588817908,8.967824797,1.151925887,2.012083132,0.141365576,0.297957723,6.361568302,0.720877745,1.021068934,0.939881611,0.988895492,0.902627171,0.905306885,0.906609807,0.832675493,0.810924517,0.804122003,1.032233685,1.040519696,1.01151225,1.089606322,1.011643951,1.10229356,1.115040742,0.988895492,1.101549886,1.025083462,1.071466206,1.10864913,0.933935938,1.127153402,0.771958449,1.215193145,1.014663772,1.355552627,1.059544171,0.879751062,1.115831429,1.234651912,0.75563518,0.77604959,0.688734009,0.685624295,0.658705161,2.760635684,1.719270224,2.760635684,1.037428454,0.869839037,1.037428454,1.148239058,0.945784885,1.054879837,1.132145842,1.114249451,1.056071564,0.970710311,0.887889963,0.991905067,0.90860634,0.729169997,0.956415724,1.070457842,0.923068577,1.024104277,0.919233811,1.026375538,1.173897575,1.076431084,1.002042305,0.999177318,1.051664382,1.070046055,1.067170647,0.760714223,0.707581165,1.024142024,1.127939908,1.02902711,1.289313153,1.381620681,1.02299437,1.225549133,1.231987463,1.258527927,0.911760532,1.004258239,0.983017732,0.834733055,1.033145788,0.834733055
hsa-miR-767-5p,0,0.470550814,1.32963288,1.840861,0.075769334,0.808996567,0.652711954,11.68191525,1.950595596,0.145929744,0.374396228,0.129520316,0.077859364,3.450231926,29.13788268,0.932750468,0.648074442,0.432641293,0.317445672,1.537569789,1.298100506,4.725799328,0.720102418,0.746785421,1.483369221,1.295325147,0.428780503,0.484237601,9.619499005,0.040513627,5.888116742,4.298271366,0.630417097,5.360740076,5.94993406,1.15130458,3.623413081,0.321413065,0.030946238,1.06438262,2.054801649,3.58934197,2.034934515,0.624806982,0.048187258,3.818527027,0.611546058,1.929530194,1.557198372,0.395188744,1.505902135,1.31604453,0.796504366,1.739038315,0.016299456,0.292361281,0.817881483,0.83707439,1.735064951,0.991861467,2.852527634,1.216481423,0.835900473,0.038270669,0.841769354,0.517081818,1.439353946,2.49970035,0.852954285,6.295604553,0.906916179,0.200645098,0.756381428,0.198053537,2.353736219,0.829953152,0.401909355,0.655215255,13.25129522,0.830355123,3.182485445,0.877400544,17.04315865,0.141710613,0.403413019,2.89752558,14.19751516,0.897031452,2.625281266,0.15470104,0.386737194,6.963545336,1.484015584,1.077543889,1.218474044,1.170804712,1.25189088,1.214211639,1.218166287,1.098892871,1.117102189,1.093531935,1.319160174,1.486029553,1.431748102,1.10208252,1.116785857,1.104004622,1.217111346,1.170804712,0.886753251,1.184754421,0.895734869,0.93075676,1.107860126,0.942514635,0.829388462,0.944137825,1.162337081,1.159743998,1.327964673,1.416088147,1.153003178,1.224176744,1.119163274,1.120271464,1.17394275,1.2459165,1.156761785,1.208007462,1.302424349,1.208007462,1.088932247,1.069078892,1.088932247,0.950838141,0.923452353,1.003471205,1.119482952,1.095242128,1.152484878,1.004093443,0.875407334,0.900311678,0.771420249,0.838533878,1.145211551,0.966891717,1.04486042,1.130780504,1.284520906,1.284160443,1.252473922,1.269500004,1.097030103,1.312383298,1.043276975,1.046361843,1.191281298,1.107862176,0.878973682,1.182185001,1.19715048,1.142060045,0.865273209,0.981045248,1.159364705,1.230142954,1.11358665,1.124176416,1.239693837,1.229109785,1.26183926,0.934733223,0.854572588,0.934733223
hsa-miR-1263,0,0.470046703,1,2.525944627,0.086652033,0.693680064,0.783749552,10.29999037,1.814024914,0.110319792,0.309816348,0.132261851,0.05604951,2.422347352,12.48233541,0.783230959,0.638623533,0.384209633,0.313750755,1.949625457,1.723755068,4.912084321,0.694639845,0.726068093,1.12217278,1.270417576,0.350269261,0.554207985,10.41487158,0.046430304,4.276042566,4.518276948,0.551781228,4.992333497,5.212677578,1.112259159,3.131833146,0.263947364,0.033349922,1.078644859,1.778912468,3.185406128,1.972583568,0.610204143,0.058367024,3.691659442,0.846586082,1.900297279,1.254483302,0.418212702,1.562143862,1.982808982,0.543257705,1.7517482,0.029501814,0.224819805,0.817207178,0.622596995,1.125162542,0.901851853,2.890380015,1.084713231,0.83893268,0.03646536,0.920308668,0.461468577,1.757203739,2.851724524,0.73906571,4.921985569,0.686338209,0.096755122,0.609970519,0.270347248,2.892923794,0.915077943,0.325376501,1.53577746,5.283848698,0.997492452,4.124631324,0.902794513,11.58185847,0.144529862,0.399515834,2.275416758,16.12619503,0.921599115,2.047265051,0.121741944,0.302806639,5.291656944,0.921420368,0.994722334,1.049615766,1.271506945,0.854779028,0.858686351,0.835808053,0.776008243,0.73522701,0.841428565,0.943734666,1.322519863,1.309393806,1.250179338,1.037216004,1.131097703,1.324336504,1.271506945,0.92435988,1.050267716,0.984232402,1.070837553,0.918246488,0.94355197,0.736592846,1.622793006,0.970433494,1.033987931,1.038626014,1.000137434,1.011803286,1.183964562,0.579623594,0.496470653,0.518800058,0.869196071,0.893945171,1.120844626,1.175546291,1.120844626,0.938210485,1.381596255,0.938210485,1.068269977,1.131690362,1.054162588,0.98979377,1.140461867,1.073185386,0.811261744,0.916319077,0.84488575,0.994285049,1.016637341,0.997386664,0.961281898,0.8097105,0.803075447,1.076317795,1.146160284,0.941461212,1.084971679,1.024233996,0.993796273,1.153745952,1.142840514,0.941132939,0.978308955,1.17481208,0.716227099,0.805336441,0.830113499,0.943040926,0.928960124,0.844937993,0.858961612,0.937218311,0.928745776,1.061391291,1.146432884,1.132114867,0.97573121,0.996054002,0.97573121
hsa-miR-511,0,0.469567253,1.230171858,2.309031679,0.067989276,0.810029153,0.940091606,13.39767592,1.820215784,0.119200893,0.164983946,0.13350875,0.063591738,2.728293995,19.38930457,0.875254613,0.639317161,0.401071785,0.274086294,2.08824555,1.359918311,1.739483134,0.685918618,0.835052213,1.175295166,1.196958615,0.479810838,0.427237673,14.77130949,0.030392854,6.521816262,3.858676691,0.524050418,4.772358783,4.833708776,1.078889196,3.712036456,0.22677295,0.062861969,1.021762435,1.41395238,3.22108461,1.574427009,0.673130555,0.047300532,3.452654369,0.87561278,2.701404769,2.366405982,0.479029429,1.473869264,0.929576502,0.47348807,1.305731313,0.018169059,0.239663505,0.939250164,0.626321914,1.135284388,1.09703466,3.542839034,1.039833627,0.794546601,0.037700825,0.759551511,0.484413847,1.622076531,2.809198315,0.853059041,7.831647148,0.732876014,0.08999287,0.555631363,0.271153887,2.374128757,1.082804705,0.328573076,0.572001177,11.31386113,0.730857139,3.625633141,0.966460878,13.04335458,0.197875414,0.357629382,3.646602556,17.95011102,0.982898296,2.395633609,0.111162215,0.338022526,6.221186212,1.020083558,1.015077495,1.31431712,0.986913329,1.370027286,1.493320649,1.595770926,0.988685559,1.0763031,1.041071058,0.949408112,0.863614437,0.938318327,0.975663006,1.132267437,1.293323141,0.9208396,0.986913329,0.893322675,0.905418538,0.98654856,1.03996316,1.007973046,0.991056738,0.76380907,0.846990915,0.951254079,0.992196497,0.836649436,0.93138503,0.925094085,0.952543851,0.911506599,1.05749124,1.212358595,0.995739858,1.017183162,0.720090815,0.583841007,0.720090815,0.98213149,1.009633833,0.98213149,0.987160165,0.994215958,1.248427586,1.065722051,0.964584979,0.938856238,1.133659968,1.094171442,1.585802198,1.037200704,1.289891644,1.046867119,0.985819814,0.847873978,0.863189689,0.911362041,0.924900789,1.313796274,1.153937609,1.486594246,0.966036525,0.699810678,0.764407065,1.300963241,0.837530735,1.27373375,0.957529938,0.970587404,0.977046562,0.992333265,0.944344258,0.928553942,0.920791266,0.976893461,0.946237899,1.059401888,1.010204684,1.009793524,0.954051632,0.987468345,0.954051632
hsa-miR-671-5p,0,0.469210928,0.988454803,2.623331591,0.069965838,0.717089333,0.819174095,12.11540754,1.837875275,0.125852342,0.26869778,0.149533841,0.053235334,2.511584316,15.78881453,0.728668865,0.536075005,0.399863091,0.234945328,1.429576902,1.454656258,3.252695033,0.537177422,0.584632178,0.979366683,1.112765839,0.327274274,0.395853529,9.19914178,0.052617228,4.402183733,3.582147483,0.506380356,5.340582551,4.970372059,1.033062393,3.045773865,0.216325981,0.016443972,1.055920673,1.658192688,3.095669935,1.350697041,0.585249791,0.054530004,3.392726777,0.579916158,1.956188179,1.369842653,0.509119774,1.566466145,1.402522322,0.553060812,1.10069568,0.022133124,0.216334678,0.654490783,0.902207222,1.179768471,1,3.225958411,1.436702571,1.085795789,0.055344802,0.681505275,0.476611459,1.582874404,2.483318444,0.730534144,5.402059633,0.558955646,0.134088898,0.553288306,0.24886331,3.192421566,0.681120326,0.368230124,1.566983496,11.23298673,0.849617936,3.519750186,0.855196173,14.93514566,0.126477823,0.372837383,5.223350312,15.33843445,0.878966478,2.535349897,0.13642056,0.374689663,5.197204521,1.024444216,0.899326948,1.079655587,0.966805396,1.015489592,1.048282139,1.100840364,1.137130405,1.033890066,1.012087437,0.942329338,0.781625476,0.842111387,1.185101433,1.196675105,1.251673107,0.890960213,0.966805396,0.782816444,0.892007101,0.906613284,0.908239243,0.858349557,0.905808776,0.739655461,0.786928213,0.863800312,0.813074783,0.978048502,0.906126348,1.224191413,0.835299014,0.723204724,0.596678502,0.618469206,1.129440663,0.863490076,0.80617995,0.733054766,0.80617995,1.103400422,1.545491247,1.103400422,1.014956147,1.011373418,1.062277794,1.262712372,1.181243748,1.240097554,1.133830057,1.045200132,0.987914495,0.773625569,0.972059362,1.424381577,1.115266573,0.859353042,0.782063763,0.889591807,0.834713221,1.037817121,0.897526732,0.914816603,0.888782656,1.250415214,1.077122332,1.149444647,0.876102848,1.182526024,0.622091647,0.617840165,0.721367568,1.150090865,1.09973706,1.103452548,0.96942521,1.059370852,0.862367918,1.013749078,1.046222328,0.922406304,0.884197051,1.069915224,0.884197051
hsa-miR-1,0,0.468954226,0.873146467,2.223965325,0.070538153,0.739243892,0.646432337,9.914996624,1,0.107822772,0.288339004,0.214328519,0.062265409,2.402606293,25.99276173,0.747862223,0.570770269,0.378850634,0.327740055,1.238968223,1.397498208,3.009875083,0.718589563,0.327461366,1.084164526,1.141504308,0.378170064,0.403606951,10.35519351,0.034742278,5.107077536,3.782551681,0.582119156,4.708716917,5.651903047,1.196412094,2.808036759,0.255183576,0.04487428,1.028148183,1.339197235,4.797021301,1.75742745,0.658409207,0.054477899,3.569768782,0.695782157,2.060275864,1.437164875,0.472422499,1.21336331,1.444595105,0.791342699,1.235482867,0.017412441,0.212792249,0.877259021,0.602045975,1.25815842,0.87264138,2.791225667,1.1114626,0.764263247,0.041546884,0.748915365,0.502327621,1.59587084,2.607588654,0.659881586,4.038475556,0.92726161,0.156729312,0.641848054,0.199319822,2.738481435,0.694509072,0.308397569,1.175044968,14.0958278,0.904961506,3.626158275,0.867321123,20.38599333,0.152449464,0.332536245,2.513734752,12.30516366,1.021215425,2.047848559,0.123000731,0.342687355,6.384108831,0.885332833,0.92136197,0.919257921,0.927458947,1.117071375,1.137455658,1.158337365,0.991867792,0.772213065,0.87748357,1.319832018,1.689581023,1.300018937,0.993425986,0.968608186,0.991639916,0.956067042,0.927458947,1.019513514,0.99949006,0.909395572,0.964857329,1.362655565,1.209567565,0.865690704,0.856627777,0.939942413,1.494896824,1.067098958,1.107187564,1.045184312,1.418046065,0.789272487,0.637529172,0.683353207,1.018802553,1.029992913,1.685293956,1.702395591,1.685293956,0.891027777,0.890371808,0.891027777,0.894644837,0.841140271,0.864431199,0.785056005,0.789563074,0.719477625,1.070324901,0.932030112,1.003459821,0.774941957,0.668139178,1.040155198,1.073279085,1.13351397,0.906469694,0.953259095,0.892765364,1.091630655,1.160281696,1.075954511,1.049723381,0.983567209,0.985192626,0.915864991,0.903593944,1.328148601,1.074816581,1.224448712,1.038004558,0.763605721,0.901641618,0.909030266,1.007694605,0.962661244,0.919043436,1.011791699,1.003664844,1.043639784,0.936583487,0.950084432,0.936583487
hsa-miR-148b*,0,0.468163149,0.959069279,2.224086762,0.071062719,0.770614795,1.144058777,10.83231972,1.931730011,0.09501098,0.268125695,0.109138469,0.06417209,2.99571708,32.25436068,0.778214023,0.651210857,0.379120239,0.316380135,1.514440896,1.438560892,4.31469435,0.685984481,0.863806593,1.228359542,1.325735847,0.417347263,0.403712935,8.967238061,0.034991026,4.832428289,3.597031457,0.471629909,4.495614431,4.248059165,0.959339621,3.383158472,0.282160021,0.032179285,0.679202507,1.291155217,3.657045444,1.337620571,0.855354708,0.066242024,3.94283613,0.712753478,1.711149792,1.003952173,0.489187625,1.766349804,1.06234377,0.812105994,1.323011063,0.020672995,0.256946522,0.446630613,0.729644131,1.179255505,0.853087682,2.523759828,1.053095613,0.723272315,0.041185863,0.764982393,0.384977947,1.768960554,2.633775166,0.652992668,5.034256067,0.59281354,0.073454329,0.687075323,0.213839952,3.623045562,0.858496342,0.363140033,0.686820524,11.32750261,0.710125593,3.134693071,1.072408817,11.29970001,0.129923104,0.416249879,5.332240682,12.05170176,1.095132366,2.130533911,0.114175829,0.304663,6.386578966,1.265953243,1.086618066,0.831625363,1.00377216,0.906700748,0.922060699,0.998009446,1.073343405,1.000504115,1.108130255,1.716944044,1.762337907,1.230839145,1.118274877,1.212077567,1.174157157,0.997121056,1.00377216,1.068106079,1.033853625,1.026054781,1.055853129,0.877043695,0.895238125,1.001227191,0.933371282,1.080520557,1.105352261,1.018823974,1.091581257,1.019693411,0.93267402,1.104414638,1.151989421,1.085160694,1.251739717,1.736688481,0.85958924,0.758801659,0.85958924,1.105008455,1.116698318,1.105008455,0.864076805,0.794488865,1.004041829,0.900362887,0.926282593,0.868710815,1.080547766,0.943733593,1.041772481,1.078662445,1.052527727,1.021681618,0.868667337,0.663281943,0.658818628,0.866425854,0.758779804,0.743856539,0.794378051,0.906131189,0.91640918,1.111951287,1.128100487,1.209352292,0.976610081,1.019924444,0.642772012,0.672480484,0.707008531,1.208728674,1.111291506,0.802916118,0.682472322,1.010614332,1.088369745,1.065440781,1.064310206,1.105658975,0.996458879,1.07979853,0.996458879
hsa-miR-875-5p,0,0.468063315,1,2.92460877,0.057365482,0.673823706,0.87276004,10.75325113,2.134514886,0.133955753,0.329525209,0.165849015,0.067324226,3.095111661,31.49350471,0.810310726,0.692849996,0.390763702,0.294076241,1.561400689,1.60037777,3.687819912,0.683729574,0.442646009,1.049898023,1.18812125,0.436760983,0.381827441,10.93481587,0.041961528,5.94170099,3.921082902,0.623490061,4.703750341,5.224459544,0.932401262,3.152274272,0.258350392,0.031711701,0.971960065,1.56109041,2.003924685,1.845212815,0.732754908,0.067843903,3.727976373,0.715006684,1.87972496,1.391772953,0.423140347,1.237371374,1.070873688,0.889098458,1.43600883,0.016220597,0.231782919,0.600783963,0.614729409,1.429662911,1.018162413,2.777235175,1.185664471,0.647042649,0.03800123,0.796704907,0.456547675,1.566344408,3.07133728,0.874082404,5.260025396,0.49199384,0.13702022,0.688310802,0.202755791,2.409227692,0.798042814,0.350063742,1.402704069,9.509816962,0.633236857,3.324111745,0.998077235,12.10469352,0.123596411,0.284378867,4.612592558,10.94455205,0.777570652,2.159451766,0.10248619,0.250771669,5.168012263,0.713997295,1.06811796,1.137110056,1.121406798,0.998228305,0.985355598,0.989374134,0.911759122,0.873986192,0.817908557,0.93563961,1.014199219,0.91355524,0.946871139,0.980064603,1.0404297,1.190231147,1.121406798,0.986674553,1.072724212,0.972539186,1.114765846,0.991117885,1.097563142,0.626344987,1.075982829,1.033203326,1.385317518,1.046096789,1.189934127,1.019494864,1.134913751,0.894201404,0.767428546,0.789826811,1.068453094,0.988777401,1.099710821,1.149042868,1.099710821,0.623973252,0.877357322,0.623973252,1.146559628,1.094590397,1.214083433,0.999981501,0.947464314,0.872105768,0.795097774,0.770135826,0.813275182,0.769907002,0.863961712,1.051206096,0.954521556,1.060703541,0.986700713,0.974450536,0.9587642,1.052489057,1.060553636,0.92894625,0.906477712,1.030596261,1.079647691,1.173827439,0.82074657,0.859788433,0.555042105,0.6575952,0.662656943,1.225084592,1.266376425,0.927706342,1.109100243,1.0577136,1.217907834,0.955932031,0.922652617,0.967587727,1.093931521,1.05745413,1.093931521
hsa-miR-423-5p,1,0.468005769,0.956342395,1.903690761,0.088093694,0.898358426,1.477412999,9.613215009,1.42510373,0.138705122,0.345667903,0.154527252,0.060699972,2.039307556,14.35572696,0.931061869,0.52414261,0.437095332,0.261218937,2.192177924,1.303508901,3.337650025,0.683491941,0.803887438,1.176450867,1.207771005,0.380582716,0.502939473,12.06002908,0.030743013,4.364175005,3.060464196,0.564869126,5.129575782,4.35603846,1.017213837,2.276592207,0.256524426,0.028700727,1.218186435,1.229907454,2.626607934,1.299114764,0.563045334,0.051921829,3.97405677,0.691545729,2.015918871,1.593352334,0.584833817,1.652872751,0.9137064,0.868033361,1.013026317,0.019056186,0.265770881,0.662916523,0.617278943,1.251924593,0.758906219,3.417570586,1.19689872,0.839626981,0.046531941,0.582314196,0.591125514,1.940588912,2.203180119,0.88045731,6.979376392,0.831907966,0.119024814,0.575221722,0.221140206,3.74470839,1.027041068,0.365259214,0.887863497,8.284069886,0.50654052,3.080474073,1.048902944,15.79613548,0.130228036,0.388044675,3.516005429,14.44531819,1.061947919,2.569304473,0.120396332,0.358182223,4.997602291,1.018057594,0.902448919,1.031702272,1.101323481,0.732674951,0.772682442,0.817287134,0.7947577,0.853898042,0.862980845,0.751735836,0.599351621,0.730307039,0.952183061,1.097598007,0.989561005,0.785852076,1.101323481,0.766146178,0.955733725,0.814555864,0.990889169,1.02245491,1.172742172,1.078322088,1.048734351,0.776486259,0.759996998,0.81640011,1.056222089,0.797999399,0.713665913,0.741108993,0.777245714,0.871800009,0.784596702,0.725260699,0.696373046,0.609975551,0.696373046,1.170999827,0.92828369,1.170999827,1.164552929,1.203026226,1.236088425,1.097074192,0.980312732,1.132950371,1.046121693,1.226670037,1.022492451,1.022246962,1.32473359,0.989364295,1.112274383,0.880499226,1.113921294,0.978316116,1.187793412,1.091996863,1.12425704,0.735929469,0.811667227,0.866615274,1.053684768,0.670412015,1.22421951,1.097022351,1.018690877,0.984324944,0.991880023,0.984421435,0.91395367,0.968070283,0.823962484,1.055705013,0.829959685,0.94344674,1.015088906,0.812312092,1.245794946,1.04385398,1.245794946
hsa-miR-493*,0,0.467885253,1.055356385,3.131818922,0.121489707,0.877534776,0.818488293,12.94897388,2.495484523,0.142963893,0.336537795,0.118654439,0.080491027,2.713088556,16.09318816,0.988230199,0.615382381,0.478167259,0.245415482,2.374171174,1.497413702,2.682429082,0.776531625,0.524503042,1.116889719,1.025841375,0.446554857,0.360511838,10.41378615,0.034924003,5.258133978,3.762266629,0.485320003,4.555298721,5.955334329,1.078774329,2.98103816,0.311739177,0.028686396,1.131138313,1.640606079,3.048769807,2.065002262,0.663800742,0.052864184,3.781458941,0.81519295,2.028297745,1.385791751,0.595447955,1.533459245,0.971000776,0.673576061,1.550607133,0.025382749,0.212022715,0.586179382,0.546707898,1.174747199,0.988089374,2.8898455,0.848065145,0.653810901,0.038185514,0.841097495,0.442940322,1.507407733,3.340543287,0.819901715,5.433131712,0.817605714,0.157421874,0.576859912,0.143515837,2.78781134,0.946160229,0.438965804,0.320083043,9.874022109,0.629724992,3.110390123,1.217211465,13.15228198,0.124647779,0.367752465,5.799120753,16.71903231,1.127330878,2.664520786,0.101009583,0.291012886,5.475119796,0.870658001,0.948786445,0.825598407,1.22690514,0.842356321,0.839704704,0.840637586,0.856707638,0.830071399,0.842603299,1.276271443,1.150829014,1.047006237,1.02573749,0.907292611,0.960620856,1.233430101,1.22690514,1.159166214,0.924443979,1.247882803,1.307331507,1.112107883,1.361456514,1.359675508,0.968053764,0.717991142,0.777334228,0.838423254,0.923937726,0.919229896,1.042389084,0.879985114,0.805328412,0.77415703,0.747552507,0.721792273,0.985890486,1.109504816,0.985890486,1.59788858,1.023798956,1.59788858,0.971162744,1.043348733,1.04003348,0.792287746,0.897798078,0.942511013,0.918862322,0.980831298,0.887331622,0.849392764,0.992708017,1.273972677,1.069326954,0.739932502,0.786349247,0.861428987,1.139147363,1.355955657,1.233799248,1.12869565,0.9785748,1.07504512,1.030881238,1.291443306,1.151728465,1.141228704,0.971343255,0.940414098,1.004223007,0.951487216,1.086055157,0.893765817,0.853326738,1.17850863,1.125295862,1.195912816,1.176456188,1.18595922,1.255719124,1.143995306,1.255719124
hsa-miR-29c*,0,0.467752021,1.078522761,2.627966408,0.062590801,0.781430582,1.012259334,9.919130184,2.255386425,0.109397872,0.277969703,0.13840222,0.064409646,2.999676087,20.09001602,0.922352325,0.751405791,0.441313412,0.302561319,1.382508762,1.675793808,4.259253049,0.683724814,0.910929024,0.916354683,1.459561962,0.424376386,0.352231759,10.41772755,0.023172205,4.802026892,3.931794524,1.019237813,4.429191517,5.410932539,0.925618449,3.207437142,0.279452204,0.037152428,0.747369989,1.555818061,2.210322284,2.05976567,0.524889093,0.065444446,4.086605626,0.771605834,2.629035202,1.197199366,0.472548473,1.675943798,1.86127159,0.676870856,1.52945926,0.014666586,0.290767376,0.62351336,0.540652017,1.238552219,0.944381535,2.27297632,1.008840322,0.561469251,0.053927993,0.810997754,0.486037689,1.82376497,3.156518297,1.119631023,6.143543612,0.929478594,0.206823246,0.631558984,0.221661537,3.674867142,0.90896469,0.355251182,1.222832481,8.283864616,0.648155291,2.433547133,0.716986731,10.09502397,0.256974792,0.360584863,2.971422968,9.406028848,0.838051979,2.369282119,0.167460207,0.424215399,6.75860944,1.276141397,1.351841831,0.926844484,0.809510474,0.750987256,0.782998416,0.829175366,0.988706352,0.982130316,0.962940438,1.022970092,0.624689856,0.690983514,1.109165612,0.948293953,1.013250226,1.249817035,0.809510474,1.105742095,1.030645042,1.216508416,1.248847139,1.236447719,1.073630779,0.855008144,1.169034559,1.212459751,1.150538085,1.176151578,0.971134841,1.080794737,1.292116352,1.017091538,1.154413046,1.07441618,1.096028799,1.047559065,2.980793432,1.724393594,2.980793432,1.015356237,0.892291237,1.015356237,0.892828671,0.856168575,0.811124657,1.084142183,0.922992504,0.784789991,0.913708572,0.856690104,0.97072277,1.10087845,0.872644678,0.913541309,0.886968366,1.191535251,1.167747929,0.962278149,1.184520049,0.921219436,0.901957539,1.073314309,0.924258785,0.956416762,1.002140596,0.835029435,0.775832215,1.268305485,1.018928303,1.151917341,1.146053148,0.765626,1.031620217,0.902605881,1.194373125,0.766908548,1.283415567,0.970611571,1.012526307,1.093936324,1.140435911,1.16051511,1.140435911
